N,BIBID,ITEMID,Code barre,D.CREATION,D.MODIF,Cote,Inventaire,Titre,Auteur,Staff-Note,ISBN-A,Item class,Nb Page,Date edition,Editeur,Prix
6549,2851,1418418,'046200007712',10/22/2010,10/22/2010,MACRO 206,inv. 9843,Crise et renouveau de la théorie économique,- dir. de Daniel Bell,inv. 9843,2-86590-013-4,Monographie prêtable (50),350 p.,1986,Bonnel,-
6550,539,1418457,'046200007713',10/22/2010,10/22/2010,MACRO 207(2),inv. 11202(1),Cours d'analyse macroéconomique,"Edmond Alphandéry,... -",inv. 11202(1),2-7178-0058-1,Monographie prêtable (50),XX-379 p.,1976,Economica,60 F
6551,539,1418467,'046200007714',10/22/2010,10/22/2010,MACRO 207(3),inv. 11202(2),Cours d'analyse macroéconomique,"Edmond Alphandéry,... -",inv. 11202(2),2-7178-0058-1,Monographie prêtable (50),XX-379 p.,1976,Economica,60 F
6552,539,1418476,'046200007715',10/22/2010,10/22/2010,MACRO 207(4),inv. 13598,Cours d'analyse macroéconomique,"Edmond Alphandéry,... -",inv. 13598,2-7178-0058-1,Monographie prêtable (50),XX-379 p.,1976,Economica,60 F
6553,11947,1418645,'046200007717',10/22/2010,10/22/2010,MACRO 209(1),inv. 9998(1),Analyse et politique économiques,"Beat Bürgenmeier,... -",inv. 9998(1),2-7178-1631-3,Monographie prêtable (50),VIII-472 p.,1989,Economica,165 F
6554,11947,1418658,'046200007718',10/22/2010,10/22/2010,MACRO 209(2),inv. 9998(2),Analyse et politique économiques,"Beat Bürgenmeier,... -",inv. 9998(2),2-7178-1631-3,Monographie prêtable (50),VIII-472 p.,1989,Economica,165 F
6555,11944,1418687,'046200007719',10/22/2010,10/22/2010,MACRO 208,inv. 9994,"Macrodynamique, fluctuations et croissance",Pierre-Yves Hénin -,inv. 9994,2-7178-0403-X,Monographie prêtable (50),512 p.,1981,Economica,-
6556,1561662,1418942,'046200007720',10/22/2010,10/22/2010,MACRO 189(6),inv. 12492(2),Macroéconomique,"Robert J. Gordon, Charles-A. Carrier, James Pottier -",inv. 12492(2),2891-051300,Monographie prêtable (50),820 p.,1984,Gaetan morin,-
6557,1561662,1419015,'046200007721',10/22/2010,10/22/2010,MACRO 189(7),inv. 13347(7),Macroéconomique,"Robert J. Gordon, Charles-A. Carrier, James Pottier -",inv. 13347(7),2891-051300,Monographie prêtable (50),820 p.,1984,Gaetan morin,-
6558,248325,1419153,'046200007723',10/22/2010,10/22/2010,MACRO 191(2),inv. 9805(2),Elements d'economie politique,Claude Masson -,inv. 9805(2),2-7605-0415-8,Monographie prêtable (50),348 p.,1986,PUQ,-
6559,248325,1419161,'046200007724',10/22/2010,10/22/2010,MACRO 191(3),inv. 9805(3),Elements d'economie politique,Claude Masson -,inv. 9805(3),2-7605-0415-8,Monographie prêtable (50),348 p.,1986,PUQ,-
6560,793,1419288,'046200007725',10/22/2010,10/22/2010,MACRO 190(3),inv. 9983(1),Macroéconomie contemporaine,par Vivien Levy-Garboua et Bruno Weymuller -,inv. 9983(1),2-7178-0425-0,Monographie prêtable (50),742 p.,1981,Économica,-
6561,96772,1419365,'046200007726',10/22/2010,10/22/2010,MACRO 198,inv. 9656,Comptabilité nationale,par Serge Percheron -,inv. 9656,2-225-80298-X,Monographie prêtable (50),224 p.,1984,Masson,-
6562,874245,1419595,'046200007727',10/22/2010,10/22/2010,MACRO 196,inv. 9111,Ch�e et pauvret�ans un monde en crise,"d'un Groupe d'experts sur l'emploi, Bureau international du travail -",inv. 9111,92-2-200528-7,Monographie prêtable (50),61 p.,1985,B.I.T.,-
6563,489,1419699,'046200007728',10/22/2010,10/22/2010,MACRO 193,inv. 9445,Théories de la crise et politiques économiques,"sous la dir. de André Grjebine,... -",inv. 9445,2-02-009107-0,Monographie prêtable (50),410 p.,1986,Éd. du Seuil,36 F
6564,80693,1419899,'046200007729',10/22/2010,10/22/2010,MACRO 192(A),inv.9441,Comprendre la politique économique,Éliane Mossé -,inv.9441,2-02-005566-X,Monographie prêtable (50),158,1980,Éditions du Seuil,-
6565,80693,1419942,'046200007730',10/22/2010,10/22/2010,MACRO 192(B),inv.9442,Comprendre la politique économique,Éliane Mossé -,inv.9442,2-02-005566-X,Monographie prêtable (50),158,1980,Éditions du Seuil,-
6566,254363,1420150,'046200007731',10/22/2010,10/22/2010,MACRO 177(1),inv. 5642,�L'�Occident en d�sarroi,"par Emil Claassen, Pascal Salin contributions de F. Boyer de La Giroday, M. Friedman, J. Garello, H.G. Johnson... [etc.]",inv. 5642,2-04-010328-7,Monographie prêtable (50),225 p.,1978,Dunod,49 F
6567,254363,1420167,'046200007732',10/22/2010,10/22/2010,MACRO 177(2),inv. 4348,�L'�Occident en d�sarroi,"par Emil Claassen, Pascal Salin contributions de F. Boyer de La Giroday, M. Friedman, J. Garello, H.G. Johnson... [etc.]",inv. 4348,2-04-010328-7,Monographie prêtable (50),225 p.,1978,Dunod,49 F
6568,1294,1420464,'046200007733',10/22/2010,10/22/2010,MACRO 184(1),inv. 12409,La révolution capitaliste,Peter L. Berger trad. de l'anglais par Guy Millière,inv. 12409,-,Monographie prêtable (50),XLVI-257 p.,1992,Litec,150 F
6569,1294,1420466,'046200007734',10/22/2010,10/22/2010,MACRO 184(2),inv. 11807(2),La révolution capitaliste,Peter L. Berger trad. de l'anglais par Guy Millière,inv. 11807(2),-,Monographie prêtable (50),XLVI-257 p.,1992,Litec,150 F
6570,1294,1420472,'046200007735',10/22/2010,10/22/2010,MACRO 184(3),inv. 12967,La révolution capitaliste,Peter L. Berger trad. de l'anglais par Guy Millière,inv. 12967,-,Monographie prêtable (50),XLVI-257 p.,1992,Litec,150 F
6571,1535334,1420515,'046200007737',10/22/2010,3/28/2011,MACRO 189(B),inv. 9832,Macroéconomique,"Robert J. Gordon, Charles-A. Carrier, James Pottier -",inv. 9832,2-89105-179-3,Monographie prêtable (50),65 p.,1985,Gaëtan Morin,"9,15 eur"
6572,70380,1420920,'046200007738',10/22/2010,10/22/2010,MACRO 336,inv.13839,Initiation à la macroéconomie,"Bernard Bernier, Yves Simon -",inv.13839,2-10-003729-3,Monographie prêtable (50),559 p.-[1] f. de dépl.,1998,Dunod,165 F
6573,475636,1420924,'046200007739',10/22/2010,10/22/2010,MACRO 156 (6),inv. 14436,Economie générale,Frédéric Poulon -,inv. 14436,2100039164,Monographie prêtable (50),403 p,1998,Dunod,-
6574,556978,1420940,'046200007740',10/22/2010,10/22/2010,MACRO 168 (2),inv. 9987,Comptabilité nationale,Edith Archambault -,inv. 9987,2-7178-1586-4,Monographie prêtable (50),273 p.,1988,Economica,-
6575,556978,1420942,'046200007741',10/22/2010,10/22/2010,MACRO 168 (3),inv. 10538,Comptabilité nationale,Edith Archambault -,inv. 10538,2-7178-1586-4,Monographie prêtable (50),273 p.,1988,Economica,-
6576,556978,1420944,'046200007742',10/22/2010,10/22/2010,MACRO 168 (4),inv. 12377 (2),Comptabilité nationale,Edith Archambault -,inv. 12377 (2),2-7178-1586-4,Monographie prêtable (50),273 p.,1988,Economica,-
6577,556978,1420947,'046200007743',10/22/2010,10/22/2010,MACRO 168 (5),inv. 12377 (1),Comptabilité nationale,Edith Archambault -,inv. 12377 (1),2-7178-1586-4,Monographie prêtable (50),273 p.,1988,Economica,-
6578,474203,1420956,'046200007744',10/22/2010,10/22/2010,MACRO 168 (6),inv. 13076,Comptabilité nationale,Edith Archambault -,inv. 13076,271782667X,Monographie prêtable (50),252 p,1994,Economica,-
6579,72142,1420965,'046200007745',10/22/2010,10/22/2010,MACRO 170 (1),inv. 8172 (1),Macro-économie approfondie,Frederic Poulon Bernard Ducros,inv. 8172 (1),2-25482-071-9,Monographie prêtable (50),398 p.,1982,Editions Cujas,-
6580,874459,1420966,'046200007746',10/22/2010,10/22/2010,MACRO 171 (1),inv. 8292 (1),�nomie,Pierre Delfaud -,inv. 8292 (1),2-248-02097-X,Monographie prêtable (50),516 p,1983,Sirey,-
6581,874459,1420968,'046200007747',10/22/2010,10/22/2010,MACRO 171 (2),inv. 8292 (2),�nomie,Pierre Delfaud -,inv. 8292 (2),2-248-02097-X,Monographie prêtable (50),516 p,1983,Sirey,-
6582,6474,1420973,'046200007748',10/22/2010,9/15/2015,MACRO 379 (18),inv. 15327 (13),Macro-Economie,"Ridha Chkoundali , Jamel Khemakhem -",inv. 15327 (13),9973948394,Monographie prêtable (50),148p.,2000,Centre de publication universitaire,-
6583,676,1420977,'046200007749',10/22/2010,10/22/2010,MACRO 175 (B),inv. 8188 B,Une Critique de l'économie politique,Jacques Valier -,inv. 8188 B,2-7071-1337-9,Monographie prêtable (50),"2 vol., 250 + 308 p.",1982,F. Maspero,-
6584,676,1420984,'046200007750',10/22/2010,10/22/2010,MACRO 175 (A),inv. 8188 A,Une Critique de l'économie politique,Jacques Valier -,inv. 8188 A,2-7071-1337-9,Monographie prêtable (50),"2 vol., 250 + 308 p.",1982,F. Maspero,-
6585,607170,1420995,'046200007751',10/22/2010,10/22/2010,MACRO 152,inv. 3758 A,Précis d'initiation economique,sous la dir. de Jean Ibanes avec la collab. de Francis Campuzan,inv. 3758 A,2040051597,Monographie prêtable (50),"2 vol. (254, 238 p.)",1974,Bordas,39 F
